offer_id,step,type,start_day,due_day,due_date,hold_days,hold_until_day,hold_until_date,amount_cents,count,min_each_cents,note
bluevine-business-nw500,2,transactions,31,60,,,,,200000,,,"Period 1 of 3 of the 90-day balance period: $2,000 eligible Bluevine debit/credit card purchases. Alternatives: receive $5,000 eligible merchant deposits or send $5,000 payroll via an eligible provider."
bluevine-business-nw500,3,transactions,61,90,,,,,200000,,,"Period 2 of 3 of the 90-day balance period: $2,000 eligible Bluevine debit/credit card purchases. Alternatives: receive $5,000 eligible merchant deposits or send $5,000 payroll via an eligible provider."
bluevine-business-nw500,4,transactions,91,120,,,,,200000,,,"Period 3 of 3 of the 90-day balance period: $2,000 eligible Bluevine debit/credit card purchases. Alternatives: receive $5,000 eligible merchant deposits or send $5,000 payroll via an eligible provider."
simmons-business-bc2-300,1,other,,,,,,,,,,Enroll in online banking and access it at least every 90 days.
simmons-business-bc2-300,2,balance,,,,,,,750000,,,Average daily balance in 3 of the first 5 statement cycles (first partial calendar month counts); each qualifying cycle pays $100 on the statement date.
simmons-business-bc2-450,1,other,,,,,,,,,,Enroll in online banking and access it at least every 90 days.
simmons-business-bc2-450,2,balance,,,,,,,1000000,,,Average daily balance in 3 of the first 5 statement cycles (first partial calendar month counts); each qualifying cycle pays $150 on the statement date.
simmons-business-bc2-900,1,other,,,,,,,,,,Enroll in online banking and access it at least every 90 days.
simmons-business-bc2-900,2,balance,,,,,,,1500000,,,Average daily balance in 3 of the first 5 statement cycles (first partial calendar month counts); each qualifying cycle pays $300 on the statement date.
fnbo-free-business-250,1,deposit,,30,,,,,100000,,,"Cumulative qualifying deposits within 31 calendar days beginning on opening day: electronic ACH or cash/check in branch; bank/brokerage, P2P and internal transfers excluded. Alternative: post and clear 10 qualifying debit purchases."
grasshopper-business-referral-200,1,balance,,90,,,90,,200000,,,"Day-90 balance snapshot, not a full 90-day hold; eligible existing-customer referral code required before opening."
found-business-nav-125,1,balance,,30,,30,,,500000,,,"Deposit $5,000 within 30 days of account creation and maintain it for 30 days; inclusive endpoint not specified."
found-business-1800accountant-250,1,direct_deposit,,,,,,,250000,,,"Eligible Stripe or Square platform deposits totaling $2,500; ordinary transfers and reversed/disputed deposits excluded. No completion deadline stated; no per-deposit minimum or count."
found-business-mileiq-200,1,direct_deposit,,60,,,,,200000,,,"Eligible business-income platform deposits totaling $2,000; ordinary transfers and reversed/disputed deposits excluded. No per-deposit minimum or count stated."
found-business-faire500-250,1,direct_deposit,,60,,,,,250000,,,"Eligible Faire platform deposits totaling $2,500; ordinary transfers and reversed/disputed deposits excluded. Faire $500 total includes the first $250, not additive."
found-business-faire500-500,1,direct_deposit,,60,,,,,500000,,,"Eligible Faire platform deposits totaling $5,000; ordinary transfers and reversed/disputed deposits excluded. Faire $500 total includes the first $250, not additive."
citizens-business-300,1,balance,,,,,,,500000,,,"Single $5,000 new-money deposit, maintained until the offer schedule date; exact funding/withdrawal dates depend on the opening-month payment table (not recovered)."
citizens-business-300,2,transactions,,,,,,,,5,,Five qualifying transactions in the two scheduled months per the offer payment table; qualifying types and per-month split not recovered.
citizens-business-500,1,balance,,,,,,,1500000,,,"Single $15,000 new-money deposit, maintained until the offer schedule date; exact funding/withdrawal dates depend on the opening-month payment table (not recovered)."
citizens-business-500,2,transactions,,,,,,,,5,,Five qualifying transactions in the two scheduled months per the offer payment table; qualifying types and per-month split not recovered.
citizens-business-750,1,balance,,,,,,,3000000,,,"Single $30,000 new-money deposit, maintained until the offer schedule date; exact funding/withdrawal dates depend on the opening-month payment table (not recovered)."
citizens-business-750,2,transactions,,,,,,,,5,,Five qualifying transactions in the two scheduled months per the offer payment table; qualifying types and per-month split not recovered.
citizens-business-1500,1,balance,,,,,,,10000000,,,"Single $100,000 new-money deposit, maintained until the offer schedule date; exact funding/withdrawal dates depend on the opening-month payment table (not recovered)."
citizens-business-1500,2,transactions,,,,,,,,5,,Five qualifying transactions in the two scheduled months per the offer payment table; qualifying types and per-month split not recovered.
acnb-business-1000,1,other,,60,,,,,,,,Establish and log into online banking.
acnb-business-1000,2,other,,60,,,,,,,,Enroll in eDocuments.
acnb-business-1000,3,transactions,,60,,,,,,10,,Establish Mastercard debit card and make 10 unique debit card transactions.
acnb-business-1000,4,balance,,,,,,,1000000,,,"$10,000 average monthly balance for 3 consecutive months following the first statement cycle; statement timing unverified, not modeled as 90 days."
acnb-business-2000,1,other,,60,,,,,,,,Establish and log into online banking.
acnb-business-2000,2,other,,60,,,,,,,,Enroll in eDocuments.
acnb-business-2000,3,transactions,,60,,,,,,10,,Establish Mastercard debit card and make 10 unique debit card transactions.
acnb-business-2000,4,balance,,,,,,,2500000,,,"$25,000 average monthly balance for 3 consecutive months following the first statement cycle; statement timing unverified, not modeled as 90 days."
acnb-business-3000,1,other,,60,,,,,,,,Establish and log into online banking.
acnb-business-3000,2,other,,60,,,,,,,,Enroll in eDocuments.
acnb-business-3000,3,transactions,,60,,,,,,10,,Establish Mastercard debit card and make 10 unique debit card transactions.
acnb-business-3000,4,balance,,,,,,,5000000,,,"$50,000 average monthly balance for 3 consecutive months following the first statement cycle; statement timing unverified, not modeled as 90 days."
equity-business-biz1000,1,deposit,,60,,,,,2000000,,,"Combined qualifying external deposits of $20,000 within 60 days; transfers from existing Equity Bank accounts excluded. No hold stated; $100 opening deposit may be required."
equity-business-biz1000,2,transactions,,60,,,,,,1,,Activate and use the Equity Bank debit card within 60 days.
bok-colorado-business-500,1,balance,31,30,,,90,,500000,,,"Deposit $5,000 external new money during the first 30 calendar days; maintain that average daily balance during the following 60-day Evaluation Phase."
bok-colorado-business-1000,1,balance,31,30,,,90,,2500000,,,"Deposit $25,000 external new money during the first 30 calendar days; maintain that average daily balance during the following 60-day Evaluation Phase."
bok-colorado-business-1500,1,balance,31,30,,,90,,10000000,,,"Deposit $100,000 external new money during the first 30 calendar days; maintain that average daily balance during the following 60-day Evaluation Phase."
bank-of-colorado-business-750,1,deposit,,90,,,,,500000,,,"Receive $5,000 in ACH deposits within 90 days (not specifically payroll). Alternative: 15 debit card purchases within 90 days. $100 minimum opening deposit."
key-business-reward-1000,1,balance,30,30,,,119,,2500000,,,"$25 opening deposit; $25,000 total deposits within 30 days; keep $25,000 end-of-day balance for at least 90 consecutive days from first reaching it; any drop disqualifies."
hancock-whitney-business-500,1,balance,31,30,,,90,,500000,,,"Deposit $5,000 external new money within 30 days; maintain $5,000 daily minimum balance days 31-90."
hancock-whitney-business-merchant-750,1,balance,31,30,,,90,,500000,,,"Deposit $5,000 external new money within 30 days; maintain $5,000 daily minimum balance days 31-90."
hancock-whitney-business-merchant-750,2,transactions,,,,,,,,,,"Merchant Services: apply/be approved before expiry and process at least $20 by end of second full calendar month after approval. Sales volume, not principal."
hancock-whitney-business-merchant-1000,1,balance,31,30,,,90,,500000,,,"Deposit $5,000 external new money within 30 days; maintain $5,000 daily minimum balance days 31-90."
hancock-whitney-business-merchant-1000,2,transactions,,,,,,,,,,"Merchant Services: apply/be approved before expiry and process at least $5,000 (source page tier: $5,000-$7,499) by end of second full calendar month after approval. Sales volume, not principal."
hancock-whitney-business-merchant-1250,1,balance,31,30,,,90,,500000,,,"Deposit $5,000 external new money within 30 days; maintain $5,000 daily minimum balance days 31-90."
hancock-whitney-business-merchant-1250,2,transactions,,,,,,,,,,"Merchant Services on the Clover platform: apply/be approved before expiry and process at least $7,500 by end of second full calendar month after approval. Sales volume, not principal."
hancock-whitney-business-merchant-1250,3,other,,,,,,,,,,Enroll in Melio Pay Bills or Clover Payroll by ADP.
provident-business-seed475,1,deposit,,60,,,,,250000,,,"$2,500 total deposits within 60 days; $100 checking opening deposit counts. No held balance stated. Business Savings with $5 minimum also required."
provident-business-seed475,2,transactions,31,60,,,,,40000,,,Month 1 of 2: $400 debit and/or credit card purchases in the month after opening; calendar-month timing approximated as 30-day windows.
provident-business-seed475,3,transactions,61,90,,,,,40000,,,Month 2 of 2: $400 debit and/or credit card purchases in the next consecutive month; calendar-month timing approximated as 30-day windows.
provident-business-seed475,4,other,,,,,,,,,,Enroll in online banking with a valid email.
provident-business-seed475,5,other,,,,,,,,,,Enroll in eDocuments.
axos-basic-business-start200,1,balance,,,,,,,300000,,,"$3,000 average daily balance in each qualifying statement cycle; $50 per cycle in any 4 of the first 5 calendar statement cycles (opening partial cycle counts). Fund within 60 days to avoid automatic closure."
keypoint-elite-business-500,1,balance,16,15,,,105,,200000,,,"Open with $100; reach $2,000 within 15 calendar days, then maintain $2,000 average daily balance for 90 days after that deadline."
keypoint-elite-business-500,2,transactions,16,105,,,,,,20,500,"20 qualifying transactions of at least $5 in the same 90 days: debit card purchases, ACH, wire, Zelle or RDC deposits; ATM and reversed transactions excluded."
truist-simple-business-400,1,balance,30,30,,,90,,250000,,,"Deposit $2,500 within 30 days; daily Current (ledger) Balance at least $2,500 day 30 through day 90 inclusive."
truist-simple-business-800,1,balance,30,30,,,90,,1000000,,,"Deposit $10,000 within 30 days; daily Current (ledger) Balance at least $10,000 day 30 through day 90 inclusive. $800 paid as two $400 payments."
mt-business-300,1,balance,,,,,,,500000,,,"Maintain $5,000 average ledger balance during the third full calendar month after opening; exact dates depend on the opening date."
mt-business-300-merchant-250,1,balance,,,,,,,500000,,,"Maintain $5,000 average ledger balance during the third full calendar month after opening; exact dates depend on the opening date."
